Dataset,Analyte,Model,Linearized X,Linearized Y,Fit Basis,Fit Equation,Slope Meaning,Reported Parameter,Reported Parameter Value,Parameter from Fit,k (Ritger-Peppas),Time,F,1-F,ln(1-F),sqrt_t,ln_t,log_t,log_F,Linearized_X,Linearized_Y,Linearized_Y_Predicted,Linearized_Residual,F_Predicted,F_Residual,F_Residual_Squared,Slope,Intercept,R^2 (transformed),RMSE in F-space,RRMSE in F-space (%)
SNAHCO3RawData,NH4,Higuchi Model,sqrt_t,F,F vs sqrt_t,F = slope * sqrt_t + intercept,slope = k_H,k_H (Higuchi constant),0.1027655214326819,k_H = slope,,2.0,0.453968254,0.5460317459999999,-0.6050781620703197,1.4142135623730951,0.6931471805599453,0.3010299956639812,-0.3429745162941684,1.4142135623730951,0.453968254,0.4126579270317309,0.04131032696826914,0.4126579270317309,0.04131032696826914,0.0017065431142253046,0.1027655214326819,0.26732553287728916,0.989357093856895,0.023543198972242656,3.9959783496566046
SNAHCO3RawData,NH4,Higuchi Model,sqrt_t,F,F vs sqrt_t,F = slope * sqrt_t + intercept,slope = k_H,k_H (Higuchi constant),0.1027655214326819,k_H = slope,,4.0,0.4462585034,0.5537414966,-0.5910573137677846,2.0,1.3862943611198906,0.6020599913279624,-0.35041349537383987,2.0,0.4462585034,0.47285657574265294,-0.026598072342652934,0.47285657574265294,-0.026598072342652934,0.0007074574523449989,0.1027655214326819,0.26732553287728916,0.989357093856895,0.023543198972242656,3.9959783496566046
SNAHCO3RawData,NH4,Higuchi Model,sqrt_t,F,F vs sqrt_t,F = slope * sqrt_t + intercept,slope = k_H,k_H (Higuchi constant),0.1027655214326819,k_H = slope,,6.0,0.5269841269,0.47301587310000004,-0.7486263327023215,2.449489742783178,1.791759469228055,0.7781512503836436,-0.2782024658188756,2.449489742783178,0.5269841269,0.5190486235384083,0.007935503361591656,0.5190486235384083,0.007935503361591656,6.297221360183248e-05,0.1027655214326819,0.26732553287728916,0.989357093856895,0.023543198972242656,3.9959783496566046
SNAHCO3RawData,NH4,Higuchi Model,sqrt_t,F,F vs sqrt_t,F = slope * sqrt_t + intercept,slope = k_H,k_H (Higuchi constant),0.1027655214326819,k_H = slope,,24.0,0.7755102041,0.22448979589999996,-1.4939250253940743,4.898979485566356,3.1780538303479458,1.380211241711606,-0.11041248340141756,4.898979485566356,0.7755102041,0.7707717141995274,0.004738489900472653,0.7707717141995274,0.004738489900472653,2.2453286536881336e-05,0.1027655214326819,0.26732553287728916,0.989357093856895,0.023543198972242656,3.9959783496566046
SNAHCO3RawData,NH4,Higuchi Model,sqrt_t,F,F vs sqrt_t,F = slope * sqrt_t + intercept,slope = k_H,k_H (Higuchi constant),0.1027655214326819,k_H = slope,,32.0,0.8181405895,0.18185941049999998,-1.704521360194078,5.656854249492381,3.4657359027997265,1.505149978319906,-0.08717206063464722,5.656854249492381,0.8181405895,0.8486551094950561,-0.030514519995056055,0.8486551094950561,-0.030514519995056055,0.0009311359305286759,0.1027655214326819,0.26732553287728916,0.989357093856895,0.023543198972242656,3.9959783496566046
SNAHCO3RawData,NH4,Higuchi Model,sqrt_t,F,F vs sqrt_t,F = slope * sqrt_t + intercept,slope = k_H,k_H (Higuchi constant),0.1027655214326819,k_H = slope,,48.0,0.9986394558,0.00136054419999998,-6.599870512212852,6.928203230275509,3.871201010907891,1.6812412373755872,-0.0005912791604324976,6.928203230275509,0.9986394558,0.979305950428143,0.019333505371857074,0.979305950428143,0.019333505371857074,0.00037378442996362633,0.1027655214326819,0.26732553287728916,0.989357093856895,0.023543198972242656,3.9959783496566046
SNAHCO3RawData,NH4,Elovich Model,ln_t,F,F vs ln_t,F = slope * ln_t + intercept,slope = 1/beta,slope (1/beta),0.1395660500205335,1/beta = slope,,0.5,0.3160997732,0.6839002268000001,-0.37994323925071066,0.7071067811865476,-0.6931471805599453,-0.3010299956639812,-0.5001758157644185,-0.6931471805599453,0.3160997732,0.2535470035133046,0.06255276968669538,0.2535470035133046,0.06255276968669538,0.003912848995476756,0.1395660500205335,0.3502868175869257,0.9235004409777581,0.06311968498430448,10.713280507538418
SNAHCO3RawData,NH4,Elovich Model,ln_t,F,F vs ln_t,F = slope * ln_t + intercept,slope = 1/beta,slope (1/beta),0.1395660500205335,1/beta = slope,,1.0,0.3777777778,0.6222222222,-0.4744579796308301,1.0,0.0,0.0,-0.422763592371523,0.0,0.3777777778,0.3502868175869257,0.02749096021307429,0.3502868175869257,0.02749096021307429,0.0007557528934368336,0.1395660500205335,0.3502868175869257,0.9235004409777581,0.06311968498430448,10.713280507538418
SNAHCO3RawData,NH4,Elovich Model,ln_t,F,F vs ln_t,F = slope * ln_t + intercept,slope = 1/beta,slope (1/beta),0.1395660500205335,1/beta = slope,,2.0,0.453968254,0.5460317459999999,-0.6050781620703197,1.4142135623730951,0.6931471805599453,0.3010299956639812,-0.3429745162941684,0.6931471805599453,0.453968254,0.4470266316605468,0.006941622339453224,0.4470266316605468,0.006941622339453224,4.8186120703596046e-05,0.1395660500205335,0.3502868175869257,0.9235004409777581,0.06311968498430448,10.713280507538418
SNAHCO3RawData,NH4,Elovich Model,ln_t,F,F vs ln_t,F = slope * ln_t + intercept,slope = 1/beta,slope (1/beta),0.1395660500205335,1/beta = slope,,4.0,0.4462585034,0.5537414966,-0.5910573137677846,2.0,1.3862943611198906,0.6020599913279624,-0.35041349537383987,1.3862943611198906,0.4462585034,0.5437664457341679,-0.09750794233416787,0.5437664457341679,-0.09750794233416787,0.009507798818243407,0.1395660500205335,0.3502868175869257,0.9235004409777581,0.06311968498430448,10.713280507538418
SNAHCO3RawData,NH4,Elovich Model,ln_t,F,F vs ln_t,F = slope * ln_t + intercept,slope = 1/beta,slope (1/beta),0.1395660500205335,1/beta = slope,,6.0,0.5269841269,0.47301587310000004,-0.7486263327023215,2.449489742783178,1.791759469228055,0.7781512503836436,-0.2782024658188756,1.791759469228055,0.5269841269,0.600355609293973,-0.07337148239397306,0.600355609293973,-0.07337148239397306,0.0053833744286891,0.1395660500205335,0.3502868175869257,0.9235004409777581,0.06311968498430448,10.713280507538418
SNAHCO3RawData,NH4,Elovich Model,ln_t,F,F vs ln_t,F = slope * ln_t + intercept,slope = 1/beta,slope (1/beta),0.1395660500205335,1/beta = slope,,24.0,0.7755102041,0.22448979589999996,-1.4939250253940743,4.898979485566356,3.1780538303479458,1.380211241711606,-0.11041248340141756,3.1780538303479458,0.7755102041,0.7938352374412152,-0.018325033341215158,0.7938352374412152,-0.018325033341215158,0.0003358068469566472,0.1395660500205335,0.3502868175869257,0.9235004409777581,0.06311968498430448,10.713280507538418
SNAHCO3RawData,NH4,Elovich Model,ln_t,F,F vs ln_t,F = slope * ln_t + intercept,slope = 1/beta,slope (1/beta),0.1395660500205335,1/beta = slope,,32.0,0.8181405895,0.18185941049999998,-1.704521360194078,5.656854249492381,3.4657359027997265,1.505149978319906,-0.08717206063464722,3.4657359027997265,0.8181405895,0.8339858879550311,-0.01584529845503113,0.8339858879550311,-0.01584529845503113,0.000251073483129012,0.1395660500205335,0.3502868175869257,0.9235004409777581,0.06311968498430448,10.713280507538418
SNAHCO3RawData,NH4,Elovich Model,ln_t,F,F vs ln_t,F = slope * ln_t + intercept,slope = 1/beta,slope (1/beta),0.1395660500205335,1/beta = slope,,48.0,0.9986394558,0.00136054419999998,-6.599870512212852,6.928203230275509,3.871201010907891,1.6812412373755872,-0.0005912791604324976,3.871201010907891,0.9986394558,0.8905750515148363,0.10806440428516373,0.8905750515148363,0.10806440428516373,0.011677915473507312,0.1395660500205335,0.3502868175869257,0.9235004409777581,0.06311968498430448,10.713280507538418
SNAHCO3RawData,NH4,Ritger-Peppas Model,log_t,log_F,log_F vs log_t,log_F = slope * log_t + intercept,slope = n,n (release exponent),0.2391211266809196,n = slope; k = 10^(intercept),0.36363082176738937,0.5,0.3160997732,0.6839002268000001,-0.37994323925071066,0.7071067811865476,-0.6931471805599453,-0.3010299956639812,-0.5001758157644185,-0.3010299956639812,-0.5001758157644185,-0.5113219443171879,0.011146128552769419,0.30809032170628203,0.008009451493717956,6.41513132302208e-05,0.2391211266809196,-0.43933931258926434,0.9723635007729132,0.0391514311270773,6.645157751345707
SNAHCO3RawData,NH4,Ritger-Peppas Model,log_t,log_F,log_F vs log_t,log_F = slope * log_t + intercept,slope = n,n (release exponent),0.2391211266809196,n = slope; k = 10^(intercept),0.36363082176738937,1.0,0.3777777778,0.6222222222,-0.4744579796308301,1.0,0.0,0.0,-0.422763592371523,0.0,-0.422763592371523,-0.43933931258926434,0.01657572021774134,0.36363082176738937,0.014146956032610625,0.00020013636498861814,0.2391211266809196,-0.43933931258926434,0.9723635007729132,0.0391514311270773,6.645157751345707
SNAHCO3RawData,NH4,Ritger-Peppas Model,log_t,log_F,log_F vs log_t,log_F = slope * log_t + intercept,slope = n,n (release exponent),0.2391211266809196,n = slope; k = 10^(intercept),0.36363082176738937,2.0,0.453968254,0.5460317459999999,-0.6050781620703197,1.4142135623730951,0.6931471805599453,0.3010299956639812,-0.3429745162941684,0.3010299956639812,-0.3429745162941684,-0.3673566808613408,0.024382164567172404,0.42918379846182203,0.024784455538177985,0.0006142692363239214,0.2391211266809196,-0.43933931258926434,0.9723635007729132,0.0391514311270773,6.645157751345707
SNAHCO3RawData,NH4,Ritger-Peppas Model,log_t,log_F,log_F vs log_t,log_F = slope * log_t + intercept,slope = n,n (release exponent),0.2391211266809196,n = slope; k = 10^(intercept),0.36363082176738937,4.0,0.4462585034,0.5537414966,-0.5910573137677846,2.0,1.3862943611198906,0.6020599913279624,-0.35041349537383987,0.6020599913279624,-0.35041349537383987,-0.2953740491334173,-0.05503944624042256,0.5065542353281256,-0.060295731928125595,0.0036355752887483844,0.2391211266809196,-0.43933931258926434,0.9723635007729132,0.0391514311270773,6.645157751345707
SNAHCO3RawData,NH4,Ritger-Peppas Model,log_t,log_F,log_F vs log_t,log_F = slope * log_t + intercept,slope = n,n (release exponent),0.2391211266809196,n = slope; k = 10^(intercept),0.36363082176738937,6.0,0.5269841269,0.47301587310000004,-0.7486263327023215,2.449489742783178,1.791759469228055,0.7781512503836436,-0.2782024658188756,0.7781512503836436,-0.2782024658188756,-0.2532669088693611,-0.024935556949514492,0.55812707535824,-0.03114294845824006,0.0009698832386725969,0.2391211266809196,-0.43933931258926434,0.9723635007729132,0.0391514311270773,6.645157751345707
SNAHCO3RawData,NH4,Ritger-Peppas Model,log_t,log_F,log_F vs log_t,log_F = slope * log_t + intercept,slope = n,n (release exponent),0.2391211266809196,n = slope; k = 10^(intercept),0.36363082176738937,24.0,0.7755102041,0.22448979589999996,-1.4939250253940743,4.898979485566356,3.1780538303479458,1.380211241711606,-0.11041248340141756,1.380211241711606,-0.11041248340141756,-0.10930164541351411,-0.001110837987903443,0.7774963423064021,-0.0019861382064020328,3.944744974929883e-06,0.2391211266809196,-0.43933931258926434,0.9723635007729132,0.0391514311270773,6.645157751345707
SNAHCO3RawData,NH4,Ritger-Peppas Model,log_t,log_F,log_F vs log_t,log_F = slope * log_t + intercept,slope = n,n (release exponent),0.2391211266809196,n = slope; k = 10^(intercept),0.36363082176738937,32.0,0.8181405895,0.18185941049999998,-1.704521360194078,5.656854249492381,3.4657359027997265,1.505149978319906,-0.08717206063464722,1.505149978319906,-0.08717206063464722,-0.0794261539496467,-0.007745906685000525,0.8328635314078093,-0.014722941907809317,0.00021676501842072786,0.2391211266809196,-0.43933931258926434,0.9723635007729132,0.0391514311270773,6.645157751345707
SNAHCO3RawData,NH4,Ritger-Peppas Model,log_t,log_F,log_F vs log_t,log_F = slope * log_t + intercept,slope = n,n (release exponent),0.2391211266809196,n = slope; k = 10^(intercept),0.36363082176738937,48.0,0.9986394558,0.00136054419999998,-6.599870512212852,6.928203230275509,3.871201010907891,1.6812412373755872,-0.0005912791604324976,1.6812412373755872,-0.0005912791604324976,-0.03731901368559054,0.03672773452515804,0.9176582773137195,0.0809811784862805,0.00655795126902682,0.2391211266809196,-0.43933931258926434,0.9723635007729132,0.0391514311270773,6.645157751345707
